auctionId,title,url,location,Current Bid,Bid Increment,Number of Bids,Minimum Bid,status,Auction Start DateTime,Auction End DateTime,Bid Deposit,APN,Legal Description,Address,Parcel Map,Add'l Information,Improvements,Land Value,Total Assessed Values,rating,Exemptions,Personal Property Value
1076121,"Merced County, CA: APN: 047-260-085-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076121'>Link</a>,13619 PEACH AVE LIVINGSTON CA,"$20,629",$100,0,"$20,629",In Preview,02-24-23 11:00 AM ET,02-27-23 02:30 PM ET,"$2,535",047-260-085-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 047-260-085-000.pdf"" target=""_blank"">Click Here</a>","13619 PEACH AVE LIVINGSTON, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 047-260-085-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/047260085000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=047-260-085-000"" target=""_blank"">Click Here</a>LIV LD COL SUB #2 POR LOT 94","$111,550.00","$50,197.00","$161,747.00",,
1076123,"Merced County, CA: APN: 059-280-018-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076123'>Link</a>,447 S STATE HIGHWAY 59 MERCED CA,"$64,723",$100,0,"$64,723",In Preview,02-24-23 11:00 AM ET,02-27-23 02:45 PM ET,"$2,535",059-280-018-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 059-280-018-000.pdf"" target=""_blank"">Click Here</a>","447 S STATE HIGHWAY 59 MERCED, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 059-280-018-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/059280018000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=059-280-018-000"" target=""_blank"">Click Here</a>HART COL POR LOT 60 36/7/13",,"$114,931.00","$115,151.00",,,$220.00
1076124,"Merced County, CA: APN: 060-670-002-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076124'>Link</a>,3844 HATCH RD MERCED CA,"$188,812",$100,0,"$188,812",In Preview,02-24-23 11:00 AM ET,02-27-23 02:45 PM ET,"$2,535",060-670-002-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 060-670-002-000.pdf"" target=""_blank"">Click Here</a>","3844 HATCH RD MERCED, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 060-670-002-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/060670002000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=060-670-002-000"" target=""_blank"">Click Here</a>PARCEL 1 PM 22-15 SEC 9/7/14","$325,905.00","$169,514.00","$495,419.00",,,
1076125,"Merced County, CA: APN: 061-080-028-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076125'>Link</a>,2331 CHILDS AVE MERCED CA,"$33,381",$100,0,"$33,381",In Preview,02-24-23 11:00 AM ET,02-27-23 02:45 PM ET,"$2,535",061-080-028-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 061-080-028-000.pdf"" target=""_blank"">Click Here</a>","2331 CHILDS AVE MERCED, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 061-080-028-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/061080028000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=061-080-028-000"" target=""_blank"">Click Here</a>MER COL POR LOT 83 SEC 28/7/14","$167,326.00","$145,016.00","$313,024.00",,,$682.00
1076126,"Merced County, CA: APN: 066-080-001-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076126'>Link</a>,640 E MISSION MERCED CA,"$8,088",$100,0,"$8,088",In Preview,02-24-23 11:00 AM ET,02-27-23 02:45 PM ET,"$2,535",066-080-001-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 066-080-001-000.pdf"" target=""_blank"">Click Here</a>","640 E MISSION MERCED, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 066-080-001-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/066080001000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=066-080-001-000"" target=""_blank"">Click Here</a>AL JOHN SUB POR LOT 11 6/8/14",,"$50,197.00","$50,197.00",,,
1076127,"Merced County, CA: APN: 066-090-004-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076127'>Link</a>,1302 RITA MAE AVE MERCED CA,"$3,589",$100,0,"$3,589",In Preview,02-24-23 11:00 AM ET,02-27-23 02:45 PM ET,"$2,535",066-090-004-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 066-090-004-000.pdf"" target=""_blank"">Click Here</a>","1302 RITA MAE AVE MERCED, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 066-090-004-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/066090004000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=066-090-004-000"" target=""_blank"">Click Here</a>CAPACI SUB LOT 46&amp;47 SEC 6/8/14","$15,009.00","$7,923.00","$22,932.00",,,
1076128,"Merced County, CA: APN: 070-260-006-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076128'>Link</a>,CA,"$2,075,679",$100,0,"$2,075,679",In Preview,02-24-23 11:00 AM ET,02-27-23 02:45 PM ET,"$2,535",070-260-006-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 070-260-006-000.pdf"" target=""_blank"">Click Here</a>",CA,"<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 070-260-006-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/070260006000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=070-260-006-000"" target=""_blank"">Click Here</a>SANTA NELLA PLAZA W. POR REM",,"$90,403.00","$90,403.00",,,
1076129,"Merced County, CA: APN: 078-200-035-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076129'>Link</a>,CA,"$1,012,823",$100,0,"$1,012,823",In Preview,02-24-23 11:00 AM ET,02-27-23 02:45 PM ET,"$2,535",078-200-035-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 078-200-035-000.pdf"" target=""_blank"">Click Here</a>",CA,"<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 078-200-035-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/078200035000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=078-200-035-000"" target=""_blank"">Click Here</a>SW1/4 OF SE1/4 SEC 25/10/9",,"$520,000.00","$520,000.00",,,
1076130,"Merced County, CA: APN: 078-200-046-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076130'>Link</a>,CA,"$458,032",$100,0,"$458,032",In Preview,02-24-23 11:00 AM ET,02-27-23 03:00 PM ET,"$2,535",078-200-046-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 078-200-046-000.pdf"" target=""_blank"">Click Here</a>",CA,"<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 078-200-046-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/078200046000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=078-200-046-000"" target=""_blank"">Click Here</a>NW 1/4 OF SE 1/4 LESS POR N OF CANAL SEC 25/10/9",,"$340,000.00","$340,000.00",,,
1076132,"Merced County, CA: APN: 081-060-021-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076132'>Link</a>,CA,"$58,617",$100,0,"$58,617",In Preview,02-24-23 11:00 AM ET,02-27-23 03:00 PM ET,"$2,535",081-060-021-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 081-060-021-000.pdf"" target=""_blank"">Click Here</a>",CA,"<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 081-060-021-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/081060021000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=081-060-021-000"" target=""_blank"">Click Here</a>PARCEL 1 PM 10-43 SEC 6/10/10","$6,360.00","$51,394.00","$57,754.00",,,
1076134,"Merced County, CA: APN: 140-106-012-000",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1076134'>Link</a>,9855 W CROCKER AVE CRESSEY CA,"$15,190",$100,0,"$15,190",In Preview,02-24-23 11:00 AM ET,02-27-23 03:00 PM ET,"$2,535",140-106-012-000,"<a href=""https://www.bid4assets.com/mvc/info/sfid11606/Legals/L 140-106-012-000.pdf"" target=""_blank"">Click Here</a>","9855 W CROCKER AVE CRESSEY, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11606/Maps/M 140-106-012-000.pdf"">View Parcel Map</a>","Assessor Information - <a href=""https://common1.mptsweb.com/mbap/merced/Asr/AsrMain/140106012000"" target=""_blank"">Click Here</a>Tax Information - <a href=""https://common3.mptsweb.com/megabytecommonsite/(S(ycu1a4vwif0elkk1iolhwqhu))/PublicInquiry/Inquiry.aspx?CN=merced&amp;Dept=Tax&amp;Site=Public&amp;PG=TaxMain&amp;Asmt=140-106-012-000"" target=""_blank"">Click Here</a>PARCEL 2 PM 34-18 SEC 9/6/12","$129,961.00","$37,128.00","$160,089.00",,"-$7,000.00",
